CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn_Probability,Actual_Churn,CustomerId
527,France,1,31,4,0.0,1,1,0,169361.89,0.5550809,0,15671334
792,France,1,34,1,0.0,1,0,1,86330.32,0.009303101,0,15623730
531,France,0,42,2,0.0,2,0,1,90537.47,0.014315841,0,15665088
535,Spain,1,37,3,175534.78,2,1,1,9241.52,0.030556312,0,15735025
751,France,1,29,1,135536.5,1,1,0,66825.33,0.04299232,0,15602979
556,France,0,51,8,61354.14,1,1,0,198810.65,0.9152096,1,15754577
584,Germany,0,37,10,134171.8,4,1,1,70927.11,0.99334574,1,15624180
763,France,0,35,7,115651.6,2,1,1,104706.29,0.013065256,0,15700383
652,Germany,1,36,9,150956.71,1,0,0,72350.17,0.12331459,0,15714832
436,Spain,1,43,5,0.0,2,1,1,35687.43,0.032257564,0,15801699
646,France,1,52,8,59669.43,1,0,0,172495.81,0.6697268,1,15597930
694,Germany,1,31,4,141989.27,2,1,0,26116.82,0.05509146,0,15688563
608,Spain,1,45,4,0.0,2,0,0,36697.48,0.0047647757,1,15690733
558,France,1,27,1,152283.39,1,1,0,183271.15,0.20354949,0,15626507
679,France,1,40,1,0.0,1,1,1,16897.19,0.22972336,0,15585855
577,France,0,35,10,0.0,2,1,1,25161.61,0.033676077,0,15599829
683,France,0,32,9,0.0,2,1,1,24991.92,0.010311632,0,15579969
591,Spain,1,29,1,97541.24,1,1,1,196356.17,0.017476104,0,15714689
636,Spain,1,45,3,0.0,2,1,1,159463.8,0.002173677,0,15795878
708,Spain,0,64,5,0.0,3,0,1,112520.07,0.7247703,1,15810460
699,Germany,1,34,4,185173.81,2,1,0,120834.48,0.03542084,0,15600781
707,France,0,31,2,82787.93,2,0,0,91423.69,0.19166547,0,15796343
597,France,0,33,6,135703.59,2,0,0,74850.84,0.026025714,0,15659475
609,France,1,26,7,0.0,2,1,0,98463.99,0.00681256,0,15647207
522,Germany,0,25,5,94049.92,2,1,0,103269.0,0.0117152715,0,15700813
596,France,1,39,9,0.0,1,1,0,48963.59,0.20767386,0,15566111
591,France,0,56,9,128882.49,1,1,1,196241.94,0.17792132,1,15651983
654,Spain,0,36,5,0.0,2,0,0,157238.05,0.035471432,0,15724663
649,Spain,1,20,5,0.0,2,1,1,58309.54,0.0022861909,0,15786167
640,France,0,29,4,0.0,2,1,0,44904.26,0.005078943,0,15593250
600,France,0,39,5,0.0,2,0,0,118272.07,0.06228444,0,15600688
631,France,1,32,10,0.0,2,0,1,196342.66,0.0025548136,0,15631162
850,Germany,1,44,2,112755.34,2,0,0,158171.36,0.008318724,0,15811958
556,France,0,43,6,0.0,3,0,0,125154.57,0.9838831,1,15598751
717,Spain,0,49,1,110864.38,2,1,1,124532.9,0.4759137,1,15607133
758,Spain,1,61,2,0.0,2,1,1,43982.41,0.022231754,0,15636105
515,Spain,1,40,10,121355.99,1,1,0,138360.29,0.2780491,0,15712568
649,Germany,0,37,8,114737.26,1,1,1,106655.88,0.3256841,1,15801336
566,France,1,36,1,142120.91,1,1,0,79616.37,0.030087756,0,15655339
760,Germany,0,34,6,58003.41,1,1,0,90346.1,0.14379913,0,15791006
662,Spain,1,37,5,94901.09,1,1,1,48233.75,0.028032312,0,15626882
559,Spain,0,27,1,0.0,1,0,1,1050.33,0.15918714,0,15654211
605,Germany,1,19,8,166133.28,1,1,1,107994.99,0.0104912985,0,15659305
646,Spain,1,32,1,0.0,2,1,0,183289.22,0.00345051,0,15729836
753,France,0,38,6,142263.45,1,0,1,33730.43,0.12000933,0,15659501
696,Spain,0,36,3,0.0,3,1,0,65039.9,0.19422132,0,15657637
521,France,1,22,5,0.0,2,1,1,99828.45,0.006266457,0,15761340
632,France,1,27,4,193125.85,1,1,1,152665.85,0.24479847,0,15586870
706,France,1,18,2,176139.5,2,1,0,129654.22,0.020563692,0,15665327
821,Spain,0,38,8,0.0,2,0,1,126241.4,0.008451347,1,15644796
620,Spain,1,44,8,0.0,2,1,1,15627.51,0.021374283,0,15572626
648,Germany,0,37,7,138503.51,2,1,0,57215.85,0.056553137,0,15728043
428,France,0,62,1,107735.93,1,0,1,58381.77,0.1211057,0,15713596
542,France,0,59,2,68892.77,2,1,0,7905.06,0.9247627,1,15684951
504,Spain,1,40,5,0.0,2,0,0,146703.36,0.0024164487,0,15707242
817,France,1,44,8,0.0,1,0,0,65501.91,0.4804322,1,15733777
696,Germany,0,66,7,119499.42,2,1,1,174027.3,0.04306788,0,15761286
529,France,1,32,9,147493.89,1,1,0,33656.35,0.099659294,0,15733904
540,France,1,25,5,116160.23,1,1,0,13411.67,0.008659793,0,15643752
616,France,1,23,8,73112.95,1,1,1,62733.05,0.17778477,0,15579994
696,Germany,0,31,8,122021.92,2,1,0,33828.64,0.036285546,0,15664523
596,Spain,1,36,2,0.0,2,0,1,125557.95,0.008708675,0,15585867
632,France,0,27,3,107375.82,1,1,1,62703.38,0.039834652,0,15743582
814,Germany,1,29,8,97086.4,2,1,1,197276.13,0.0015027677,0,15693683
750,Spain,0,34,9,112822.26,1,0,0,150401.53,0.15690972,1,15590241
595,France,0,53,7,0.0,2,1,0,41371.68,0.3437027,1,15757559
646,France,0,45,3,47134.75,1,1,1,57236.44,0.3637281,0,15719856
747,Germany,0,32,5,67495.04,2,0,1,77370.37,0.004853786,0,15600997
646,France,1,26,4,139848.17,1,1,0,164696.27,0.023115728,0,15633108
678,Germany,1,36,3,145747.67,2,0,1,89566.74,0.04823366,0,15773456
554,Spain,1,26,8,149134.46,1,1,1,177966.24,0.32197344,0,15702566
655,France,1,24,9,107065.31,1,1,1,51959.82,0.0055946372,0,15571873
794,Spain,1,38,9,179581.31,1,1,0,23596.24,0.30322298,0,15641250
727,Germany,1,59,5,152581.06,1,1,0,71830.1,0.9160963,1,15734008
677,France,0,58,1,90022.85,1,0,1,2988.28,0.5260069,0,15692664
616,Germany,1,29,8,149318.55,1,1,0,140746.13,0.2554854,0,15724145
595,Germany,0,32,0,92466.21,1,1,0,4721.3,0.25791177,0,15574169
723,Germany,0,28,5,91938.31,1,1,0,143481.85,0.45296332,0,15748854
815,Germany,1,37,2,110777.26,2,1,0,2383.59,0.010286849,0,15661526
790,France,0,26,4,141581.71,2,0,0,98309.27,0.013149179,0,15724127
663,Germany,0,37,8,155303.71,1,1,0,118716.63,0.3571527,0,15607988
542,France,0,42,1,0.0,1,1,1,178256.58,0.21833314,1,15661409
712,Spain,1,45,6,112994.65,1,0,0,198398.68,0.33867428,0,15621768
787,Germany,0,42,2,74483.97,2,0,1,44273.91,0.15082805,0,15712608
850,Spain,1,62,5,0.0,2,1,1,180243.56,0.006916298,0,15719793
483,France,0,50,9,0.0,2,1,1,111020.24,0.064217895,0,15713578
704,Spain,1,36,8,127397.34,1,1,0,151335.24,0.026503088,0,15572728
716,France,0,29,10,87946.39,1,1,1,182531.74,0.015614137,0,15621653
597,France,0,26,8,149989.39,1,1,0,42330.58,0.0117588,0,15631512
748,France,1,44,2,92911.52,1,0,1,85495.24,0.14799224,0,15654851
850,France,1,33,10,0.0,1,1,0,4861.72,0.051095672,1,15733247
648,Spain,1,55,1,81370.07,1,0,1,181534.04,0.38015684,0,15638003
578,France,1,50,5,151215.34,2,1,0,169804.4,0.19057988,0,15657540
607,Germany,0,37,4,135927.06,1,0,0,180890.4,0.6571184,0,15720284
850,Spain,1,41,8,132838.07,1,1,1,175347.28,0.038625184,0,15581551
509,France,1,35,8,0.0,2,0,1,67431.28,0.0037884598,0,15775627
465,France,1,41,9,117221.15,1,1,0,168280.95,0.45652422,0,15715079
710,France,1,40,5,0.0,2,0,0,162878.96,0.03235947,0,15592761
591,Spain,0,39,3,0.0,3,1,0,140469.38,0.6742623,1,15589475
728,France,0,46,2,109705.52,1,1,0,20276.87,0.33058882,1,15809826
492,Germany,1,45,9,170295.04,2,0,0,164741.81,0.045798566,0,15721469
616,Germany,0,36,10,78249.53,1,1,0,136934.91,0.4951524,0,15644882
646,France,1,24,8,0.0,2,0,0,92612.88,0.0090617575,0,15775234
779,France,1,71,3,0.0,2,1,1,146895.36,0.002014994,1,15575119
683,Germany,0,39,2,100062.16,2,1,0,109201.43,0.20388348,0,15731026
463,Spain,0,35,2,0.0,2,1,1,1950.93,0.07377867,0,15692408
736,France,0,63,10,0.0,2,0,1,502.7,0.03190899,0,15685243
640,France,1,63,2,68432.45,2,1,1,112503.24,0.033613056,1,15815626
670,Germany,0,33,9,84521.48,2,0,1,198017.05,0.0019076313,0,15719579
549,France,1,31,4,0.0,2,0,1,25684.85,0.003942692,0,15622443
579,France,1,39,5,0.0,2,0,1,39891.84,0.0038826945,0,15734365
594,France,0,49,4,0.0,2,1,1,23631.55,0.113602564,0,15665695
515,France,0,25,7,79543.59,1,0,1,38772.82,0.0022721707,0,15665110
593,Spain,0,46,2,76597.79,1,1,1,54453.72,0.22521828,0,15773779
750,France,0,26,1,151510.17,2,1,1,19921.72,0.001071497,0,15626141
526,Spain,1,30,8,0.0,1,1,0,36251.0,0.09621242,0,15773447
506,Germany,1,59,8,119152.1,2,1,1,170679.74,0.015931005,0,15762134
607,Spain,1,34,9,132439.99,1,1,0,177747.72,0.22592579,0,15780088
708,France,0,67,1,0.0,2,0,1,3837.08,0.031744894,0,15803479
683,Spain,1,34,9,114609.55,2,0,1,25339.29,0.029043933,0,15717700
730,France,0,41,4,167545.32,1,1,0,128246.81,0.3326061,0,15633574
551,France,0,45,6,0.0,2,1,1,51143.43,0.034731142,0,15776051
530,France,1,37,8,0.0,2,1,1,287.99,0.047545064,0,15574858
786,France,0,33,0,83036.05,1,0,1,154990.58,0.008375065,1,15612139
574,Spain,1,30,5,120355.0,1,1,0,137793.35,0.056225415,0,15632263
723,France,0,40,7,142856.95,2,0,0,38019.74,0.028396815,0,15638513
543,Spain,1,37,3,0.0,2,1,1,78915.68,0.0031692027,0,15677377
807,Germany,0,31,1,141069.18,3,1,1,194257.11,0.25686586,0,15628600
598,Spain,1,27,8,90721.52,2,1,0,109296.18,0.07671989,0,15778157
604,Spain,0,28,6,0.0,2,1,1,69056.26,0.01870583,0,15631451
780,France,0,26,3,140356.7,1,1,0,117144.15,0.042035364,0,15744041
453,Germany,0,28,3,139986.65,1,1,0,136846.75,0.04807069,0,15770548
569,Germany,0,42,9,146100.75,1,1,0,32574.01,0.80515254,1,15809178
768,France,0,36,3,141334.95,1,0,1,125870.5,0.043404102,0,15603378
723,France,1,34,5,0.0,2,0,1,12092.03,0.0036329182,0,15642544
604,France,0,53,2,121389.78,1,1,1,48201.64,0.29594433,1,15735636
594,Germany,1,28,0,142574.71,2,1,0,129084.82,0.011436147,0,15683521
675,France,0,61,5,62055.17,3,1,0,166305.16,0.9995535,1,15647725
654,Germany,1,37,2,145610.07,2,0,0,186300.59,0.061133686,0,15735522
566,Spain,1,63,2,120787.18,2,1,1,52198.84,0.04637733,0,15635125
596,France,1,37,2,0.0,1,0,1,121175.86,0.16680917,0,15696054
616,Spain,1,30,2,0.0,2,1,0,199099.51,0.0021103253,0,15786249
731,Spain,1,33,1,0.0,1,1,0,130726.96,0.25161186,0,15642655
727,Germany,1,46,3,115248.11,4,1,0,130752.01,0.9997911,1,15634551
561,Spain,0,28,3,0.0,2,1,0,191387.76,0.0018155626,0,15756056
651,France,0,25,8,0.0,2,1,1,126761.2,0.0020718311,0,15713094
599,France,0,41,2,91328.71,1,1,0,115724.78,0.4251795,0,15645593
587,Spain,1,41,8,85109.21,1,1,0,1557.82,0.13331108,0,15708003
686,Germany,0,38,2,93569.86,3,0,0,10137.34,0.9834489,1,15749583
724,Germany,1,34,6,118235.7,2,0,0,157137.23,0.05828657,0,15748327
720,Spain,1,21,2,123200.78,1,1,1,180712.28,0.008900617,0,15656707
806,France,1,48,4,164701.68,1,1,1,21439.49,0.3604591,0,15700223
769,France,1,29,4,145471.37,1,1,0,188382.77,0.16126975,0,15765952
613,France,1,37,9,108286.5,1,1,1,114153.44,0.1190999,0,15764409
591,France,0,38,2,142289.28,1,0,1,119638.85,0.0612445,0,15715888
807,France,1,35,3,174790.15,1,1,1,600.36,0.011238905,0,15594815
655,Germany,0,61,2,183997.7,2,1,1,161217.18,0.24099433,0,15712199
553,Spain,0,39,1,142876.98,2,1,0,44363.42,0.027620248,0,15801152
669,France,1,50,4,149713.61,3,1,1,124872.42,0.99652857,1,15781272
635,France,1,41,4,103544.88,2,1,0,193746.55,0.024739176,0,15700046
749,France,1,37,7,0.0,2,1,0,20306.79,0.010342697,0,15725002
691,France,1,26,9,136623.19,1,1,0,153228.0,0.1265256,0,15639576
589,France,0,21,3,0.0,2,0,1,55601.44,0.00686123,0,15717935
778,France,0,33,9,151772.63,2,0,0,180249.94,0.006971578,1,15757541
541,France,0,32,4,0.0,1,1,1,114951.42,0.08094315,0,15683375
758,France,0,50,2,95813.76,3,1,1,67944.09,0.9993305,1,15759436
559,France,0,29,3,79715.36,1,1,0,82252.28,0.1199801,0,15734714
690,France,0,42,5,0.0,2,0,1,120512.08,0.06259642,0,15579189
846,France,0,34,10,142388.61,2,0,1,68393.64,0.00973445,1,15791674
567,Spain,1,40,4,118628.8,1,0,0,91973.63,0.093146704,0,15672610
486,Germany,0,40,9,71340.09,1,1,0,76192.21,0.15948908,0,15576313
707,Germany,0,48,7,105086.74,1,1,1,180344.69,0.8063078,1,15692142
581,France,0,47,1,122949.14,1,0,0,180251.68,0.65344614,1,15706534
460,Germany,0,40,6,119507.58,2,1,0,91560.63,0.06467998,1,15691104
607,Spain,1,40,1,112544.45,1,1,1,19842.22,0.05642414,0,15580462
701,Spain,0,35,9,0.0,2,0,0,170996.86,0.07076497,0,15660688
600,France,0,32,7,98877.95,1,1,0,132973.21,0.02295766,0,15591552
426,France,1,34,9,0.0,2,1,0,107876.91,0.08821388,0,15647295
787,Spain,0,39,7,171646.76,1,0,1,100791.36,0.032604817,0,15795747
666,Germany,0,59,8,152614.51,2,1,1,188782.3,0.08490562,0,15663808
735,France,1,44,9,120681.63,1,1,0,74836.34,0.053902145,0,15703264
711,Spain,1,32,5,0.0,2,1,1,147720.27,0.0019497817,0,15626452
709,Germany,0,39,9,124723.92,1,1,0,73641.86,0.34401855,0,15769389
746,France,0,24,4,0.0,1,0,1,94105.0,0.04595594,0,15761854
809,Germany,1,33,8,148055.74,1,0,0,199203.21,0.30431056,0,15775756
596,Spain,1,20,3,187294.46,1,1,0,103456.47,0.08688626,0,15764922
605,France,0,36,6,0.0,1,0,1,690.84,0.16361132,0,15572022
614,France,1,50,4,137104.47,1,1,0,127166.49,0.28236762,1,15773972
741,France,1,52,1,171236.3,2,0,0,21834.4,0.28155053,1,15796993
635,Spain,1,41,1,0.0,2,1,0,175611.5,0.0022738932,0,15727857
769,Germany,1,43,4,110182.54,2,1,1,87537.32,0.042267572,0,15802207
636,Spain,1,37,1,115137.26,1,1,0,52484.01,0.2385818,0,15662574
738,France,1,54,4,0.0,1,0,1,55725.04,0.6532438,1,15758606
577,Spain,1,43,6,0.0,2,1,1,149457.81,0.002661243,0,15734312
688,France,1,26,1,0.0,2,1,1,104435.94,0.01330532,0,15605284
586,Germany,0,56,9,100781.75,2,1,1,54448.41,0.05455618,0,15702442
637,France,1,33,2,145731.83,1,0,1,109219.43,0.07248771,0,15680855
527,France,0,25,6,0.0,2,0,1,96758.58,0.006495795,0,15737977
797,France,1,37,4,75263.7,1,1,0,85801.77,0.020176098,0,15731267
605,France,1,27,9,0.0,2,1,0,198091.81,0.0056654527,0,15682489
530,France,1,25,9,162560.32,1,1,0,64129.03,0.05803693,0,15673619
540,Spain,0,31,10,118158.74,1,1,1,158027.57,0.07494098,0,15568849
743,Spain,1,45,7,157332.26,1,1,0,125424.42,0.6587275,0,15749123
622,Germany,0,58,7,116922.25,1,1,0,120415.61,0.99154305,1,15712551
759,France,0,45,8,0.0,2,1,1,99251.24,0.04581534,0,15654870
669,France,1,57,5,0.0,2,1,1,56875.76,0.008359572,0,15694125
693,France,1,31,2,0.0,2,1,1,107759.31,0.04225877,0,15670866
583,France,1,59,7,127450.14,1,0,1,67552.71,0.17441756,0,15742229
581,France,1,71,4,0.0,2,1,1,197562.08,0.008690459,0,15720354
601,France,1,38,4,60013.81,1,1,1,38020.05,0.04129853,0,15628863
607,France,0,48,4,112070.86,3,1,0,173568.3,0.9992723,1,15655082
741,France,1,32,5,0.0,1,1,1,64839.23,0.06215864,0,15663885
558,Germany,1,32,4,108235.91,1,1,1,143783.28,0.041145816,0,15728474
386,Spain,0,53,1,131955.07,1,1,1,62514.65,0.80383635,1,15732643
491,Germany,1,26,4,102251.14,1,1,1,145900.89,0.059605546,0,15578546
443,Germany,1,50,3,117206.3,1,1,0,42840.18,0.9711151,1,15751491
586,Germany,1,38,2,136858.42,1,0,1,189143.94,0.49031368,0,15638487
616,Spain,0,43,3,120867.18,1,1,0,18761.92,0.15832342,1,15579566
615,France,1,59,8,0.0,2,1,1,165576.55,0.013833387,0,15656901
597,France,1,45,7,0.0,2,0,0,167756.45,0.015400622,0,15758856
515,France,1,41,8,0.0,2,1,1,185054.14,0.0068315724,0,15585222
696,Spain,0,30,0,0.0,2,1,1,9002.8,0.25385544,0,15674868
540,France,1,48,2,109349.29,1,1,0,88703.04,0.19985539,1,15806256
691,France,0,31,5,40915.55,1,1,0,126213.84,0.66890556,1,15612350
706,France,0,23,5,0.0,1,0,0,164128.41,0.23755242,1,15730038
802,Spain,1,40,5,0.0,2,1,1,175043.69,0.0034279793,0,15659325
685,Spain,1,23,5,164902.43,1,0,0,141152.28,0.12899609,0,15659364
601,France,0,41,1,0.0,2,0,1,160607.06,0.028195186,0,15804610
850,Spain,0,29,1,0.0,2,1,1,197996.65,0.00083974755,0,15607713
655,Spain,0,27,9,0.0,2,0,0,108008.05,0.009523557,0,15670496
642,Germany,1,18,5,111183.53,2,0,1,10063.75,0.02685079,0,15665521
536,France,0,35,8,0.0,1,1,0,171840.24,0.3467708,1,15673984
667,Germany,0,33,4,127076.68,2,1,0,69011.66,0.3520735,0,15620735
680,Germany,0,48,8,115115.38,1,1,0,139558.6,0.82518876,1,15793049
627,Germany,1,62,3,143426.34,2,1,1,143104.3,0.10029121,0,15625740
836,Spain,0,41,7,150302.84,1,1,1,156036.19,0.039027445,0,15751131
777,France,1,43,1,0.0,2,1,0,21785.91,0.009356606,0,15777893
595,Spain,1,36,6,85768.42,1,1,1,24802.77,0.04305336,0,15601550
621,Spain,0,43,8,0.0,1,0,0,102806.6,0.58114547,0,15800583
649,Germany,0,41,4,115897.73,1,1,0,143544.48,0.58566326,0,15640418
531,Germany,0,32,0,109570.21,2,1,1,172049.84,0.03257327,0,15614420
705,Germany,0,37,3,109974.22,1,1,1,36320.87,0.12764728,1,15784923
812,France,1,34,5,103818.43,1,1,1,166038.27,0.009562641,0,15762198
416,France,1,32,0,0.0,2,0,1,878.87,0.038524363,0,15794413
564,Germany,1,41,9,103522.75,2,1,1,34338.21,0.04377807,0,15700476
509,France,0,46,1,0.0,1,1,0,71244.59,0.7524546,1,15665956
850,Spain,1,22,2,0.0,2,1,1,9684.52,0.0005347945,0,15645517
532,France,0,40,5,0.0,2,0,1,177099.71,0.21546763,0,15584545
602,France,1,35,8,0.0,1,1,1,22499.29,0.19473659,0,15679622
685,Spain,1,43,9,0.0,2,1,0,107811.28,0.021075513,0,15697183
815,Spain,0,38,2,48387.0,1,1,0,184796.84,0.22236921,0,15707974
850,France,0,40,0,0.0,2,1,0,1099.95,0.082466625,0,15644699
739,France,1,37,7,104960.46,1,0,1,80883.82,0.01754928,0,15799710
674,Germany,1,34,2,152797.9,1,1,0,175709.4,0.036362793,1,15568963
648,France,0,34,3,0.0,1,1,0,54726.43,0.06698555,0,15768124
582,Germany,0,50,6,96486.57,2,1,1,20344.02,0.15582426,0,15684318
684,France,0,34,6,0.0,2,1,1,130928.22,0.0067833746,0,15695846
648,Spain,0,53,6,111201.41,1,1,1,121542.29,0.1934891,0,15746490
686,Germany,0,39,4,157731.6,2,1,0,162820.6,0.02675539,0,15694628
788,France,0,43,10,0.0,2,1,1,116111.51,0.041571483,0,15592089
731,Spain,1,46,10,0.0,2,1,0,153015.42,0.036767524,0,15649239
634,Germany,1,43,3,212696.32,1,1,0,115268.86,0.2895443,0,15620268
505,Germany,1,40,6,47869.69,2,1,1,155061.97,0.0024890017,0,15658956
464,France,1,38,3,116439.65,1,1,0,75574.48,0.025553677,0,15722692
650,Spain,1,41,3,128808.65,3,0,0,113677.53,0.98804957,1,15662098
730,France,0,39,1,99010.67,1,1,0,194945.8,0.13927975,0,15771977
530,France,0,55,4,120905.03,1,0,1,123475.88,0.48850194,1,15700460
612,France,0,42,10,75497.51,1,0,0,149682.78,0.71971923,0,15815530
804,Spain,0,38,3,124197.22,1,1,0,74692.06,0.024516791,0,15608845
640,France,0,47,6,89799.46,2,0,1,13783.77,0.2619022,1,15654772
434,Spain,1,55,6,0.0,1,0,1,73562.05,0.22637807,1,15745266
640,Spain,1,43,9,172478.15,1,1,0,191084.4,0.458728,1,15715047
473,Germany,1,40,8,152576.25,2,1,0,73073.68,0.021146145,0,15788775
601,Germany,0,49,4,96252.98,2,1,0,104263.82,0.5343443,0,15680430
749,Germany,0,33,10,76692.22,1,0,1,30396.43,0.07522065,0,15677387
822,France,1,50,7,0.0,2,1,1,10062.8,0.018639613,0,15592531
649,France,0,36,2,0.0,2,0,1,75035.48,0.021064654,0,15585280
719,Spain,0,48,5,0.0,2,0,0,78563.66,0.42076835,0,15778526
554,France,0,39,10,0.0,2,1,1,18391.93,0.04591729,0,15604158
726,Spain,0,26,1,80780.16,1,1,1,19225.85,0.051914264,0,15729956
803,Spain,0,45,7,0.0,2,1,1,128378.04,0.0115729105,0,15637178
850,Germany,1,32,2,128647.98,2,0,0,54416.18,0.037051156,0,15628992
666,France,0,38,6,127043.09,1,1,1,8247.0,0.20777857,0,15677062
537,France,1,28,3,157842.07,1,1,0,86911.49,0.09038097,0,15736990
504,Germany,1,43,5,134740.19,2,1,0,181430.91,0.12748945,0,15695819
626,France,0,52,0,0.0,2,1,0,32159.46,0.319175,1,15706557
696,France,1,28,4,172646.82,1,1,1,116471.43,0.08041992,0,15633612
602,Spain,1,29,5,103907.28,1,1,0,161229.84,0.029388867,0,15573112
670,Spain,1,30,3,133446.34,1,0,0,3154.95,0.09057548,0,15730339
511,Germany,1,48,6,149726.08,1,0,0,88307.87,0.72038376,1,15654456
529,France,0,31,6,152310.55,1,1,0,13054.25,0.07027512,0,15801915
637,France,0,44,2,0.0,2,1,0,149665.65,0.016232854,0,15568326
520,Spain,0,30,4,145222.99,2,0,0,145160.96,0.10670786,0,15570990
565,France,1,34,7,0.0,1,0,0,74593.84,0.13429049,0,15679983
559,Germany,0,28,3,152264.81,1,0,0,64242.31,0.54273796,0,15697310
689,Spain,0,55,4,0.0,2,1,1,58442.25,0.044793367,0,15603481
673,France,1,59,0,178058.06,2,0,1,21063.71,0.13111147,1,15575935
645,Germany,0,31,1,128927.93,1,1,1,2850.01,0.16409852,0,15772421
541,France,0,39,6,109844.81,1,1,0,25289.23,0.1340225,0,15624013
758,France,0,39,6,127357.76,1,0,1,56577.0,0.23091939,0,15726631
483,France,0,30,9,0.0,2,0,0,136356.97,0.009806464,0,15604732
575,Spain,1,43,3,0.0,1,1,0,83594.51,0.6245437,0,15778135
526,Spain,1,35,5,0.0,2,1,1,105618.14,0.0073052463,0,15580068
612,France,0,31,8,117989.76,1,1,1,54129.86,0.063848354,0,15794792
605,France,0,33,4,0.0,2,0,1,83700.66,0.0132846525,0,15613097
633,France,0,32,1,104001.38,1,0,1,36642.65,0.019809833,0,15696826
661,France,0,30,7,0.0,2,1,0,72196.57,0.008215201,0,15752912
633,France,0,33,3,0.0,2,1,0,191111.02,0.0037224817,0,15740494
644,France,1,37,6,117271.8,2,1,0,104217.96,0.08069798,1,15743193
505,Germany,0,37,10,122453.97,2,1,1,52693.99,0.028131982,0,15611191
679,Spain,0,39,7,91187.9,1,0,1,6075.36,0.04032235,0,15625713
551,France,0,38,10,0.0,2,1,1,216.27,0.047240023,0,15684198
665,France,1,39,10,46323.57,1,1,0,136812.02,0.1373406,0,15690620
751,Spain,1,38,7,0.0,2,0,0,90839.61,0.0076466333,0,15705506
788,Spain,1,37,8,141541.25,1,0,0,66013.27,0.05425904,0,15768104
684,France,1,27,2,134603.88,1,1,1,71725.73,0.050991572,0,15592389
717,Germany,0,35,5,103214.71,1,1,0,172172.7,0.50134104,0,15803804
679,Germany,0,32,0,88335.05,1,0,0,159584.81,0.04981618,0,15653306
521,France,0,77,6,0.0,2,1,1,49054.1,0.027916417,0,15704795
726,France,1,31,9,0.0,2,1,1,106117.3,0.011935193,0,15684934
547,Germany,0,42,1,142703.4,1,1,0,86207.49,0.48632735,1,15698902
504,Spain,1,34,0,54980.81,1,1,1,136909.88,0.06702781,0,15647572
754,Germany,0,39,8,129401.87,1,1,1,87684.93,0.13721552,0,15579808
775,Germany,1,36,2,109949.05,2,0,1,71682.54,0.020940501,0,15742480
714,France,1,46,1,0.0,1,1,0,152167.79,0.42005864,1,15782210
568,Spain,0,36,10,153610.61,1,1,1,54083.8,0.02050459,1,15593178
704,Germany,1,27,5,147004.34,1,1,0,64381.33,0.36799183,1,15743532
719,France,1,61,5,0.0,2,0,1,29132.43,0.007685571,0,15812470
828,Spain,1,42,10,0.0,1,1,1,186071.14,0.052688148,0,15748532
615,France,1,32,7,92199.84,1,1,1,2755.53,0.02424452,0,15576162
621,Germany,1,46,6,141078.37,1,0,0,34580.8,0.86296797,1,15591986
622,Spain,0,23,8,0.0,2,1,1,131389.39,0.007442953,0,15762855
589,France,1,28,7,0.0,2,1,0,151645.96,0.0019761305,0,15590476
754,France,0,47,1,185513.67,1,1,0,27438.83,0.8538976,0,15616152
549,Germany,1,36,6,139422.37,1,0,0,83983.39,0.14418152,1,15766683
490,France,1,33,1,0.0,2,1,1,80792.83,0.0018919909,0,15764293
643,France,1,30,5,94443.77,1,1,1,165614.4,0.017803356,0,15777826
548,Spain,1,38,0,178056.54,2,1,0,38434.73,0.23004733,0,15739194
651,Spain,0,46,4,89743.05,1,1,0,156425.57,0.7255843,1,15715673
678,France,0,55,5,0.0,1,0,1,196794.11,0.83488476,1,15761487
407,Spain,1,37,1,0.0,1,1,1,49161.12,0.59138817,1,15691004
683,Spain,1,30,1,113257.2,1,1,1,65035.02,0.07403065,0,15762392
629,Germany,0,45,7,129818.39,3,1,0,9217.55,0.99865085,1,15692750
736,France,1,27,5,51522.75,1,0,1,192131.77,0.48399404,0,15735263
538,Spain,0,31,0,0.0,2,0,0,179453.66,0.011948229,0,15678626
655,Germany,1,37,9,121342.24,1,1,1,180241.44,0.39137936,0,15704378
738,Spain,0,33,3,122134.4,2,0,1,27867.59,0.06885138,0,15649112
588,Spain,1,59,4,0.0,2,1,1,27435.41,0.052828595,0,15654379
736,Germany,1,57,9,95295.39,1,1,0,28434.44,0.9433859,1,15704284
623,France,1,40,5,118788.57,1,1,0,192867.4,0.33385554,0,15679968
549,Germany,1,45,6,124240.93,1,1,1,146372.51,0.40800145,0,15612455
630,France,1,31,0,0.0,2,1,1,34475.14,0.029549275,0,15668679
494,France,0,35,9,112727.06,2,1,0,183752.91,0.10631257,0,15663312
671,Germany,1,36,2,116695.27,1,0,0,193201.86,0.27311036,0,15740237
785,France,0,38,1,0.0,1,1,0,134964.85,0.47632906,1,15781619
724,France,1,29,4,0.0,1,1,0,8982.75,0.015360631,0,15696733
532,France,1,42,1,159024.71,1,1,0,100982.93,0.38165176,1,15774250
747,Germany,1,29,7,117726.33,1,1,1,175398.34,0.122969754,0,15621818
598,France,0,43,5,0.0,3,1,1,100722.72,0.99538994,1,15665077
